title,description,price,area,address,province_city,district,direction,type,bedroom,toilet,floor,law,type_estate,width,image_links,geo_code
"Bán nhanh nhà 40m2 1T1L Nguyễn Kiệm, P3, Gò Vấp. Chỉ 2tỷ190. Sổ sẵn. BCC","Vị trí hẻm 1/, an ninh, đông dân cư, buôn bán, cho thuê đều phù hợp.
Diện tích 40,8m2.
Kết cấu 1 trệt 1 lầu 2 phòng ngủ, 2 wc.
Giá bán 2 tỷ 190 triệu.
Sổ hồng riêng.
Sang tên ngay.
Đường trước nhà 4m.
Liên hệ em Kim Tiền hỗ trợ trực tiếp.",2.19,40,"Đường Nguyễn Kiệm,  Phường 3, Quận Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,,Mua Bán,2.0,2.0,1.0,Sổ hồng/ Sổ đỏ,Nhà Trong Ngõ,,https://alonhadat.com.vn//files/properties/2024/5/19/images/014491639-2359-ban-nha-trong-hem-ho-chi-minh-gia-re.jpg,"[10.8117413, 106.6784815]"
"Bán gấp nhà đang cho thuê 35triệu/tháng đường Bạch Đằng, P2, Tân Bình. Chỉ 4 tỷ nhỉnh. SHR","Vì đi nước ngoài định cư nên cần bán gấp nhà Bạch Đằng, phường 2, Tân Bình.
Diện tích 47,8m2. Ngang 4,2m.
Kết cấu 1 trệt 2 lầu, 4 phòng  ngủ, 4 toilet, phòng khách, bếp, ban công.
Giá 4 tỷ 790 triệu. Bớt lộc. Giảm sâu cho cô chú lớn tuổi.
Đang cho thuê 35 triệu/tháng. Hợp đồng dài hạn.
Vị trí cách mặt tiền  đường về sân bay 150m.
Ô tô di chuyển thoải mái, ngủ ngày đêm ngoài đường.
Sổ hồng riêng. Sang tên ngay.",4.79,47,"Đường Bạch Đằng,  Phường 2, Quận Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,,Mua Bán,4.0,4.0,2.0,,Nhà Trong Ngõ,,https://alonhadat.com.vn//files/properties/2024/5/8/images/014431737-5853-ban-nha-trong-hem-quan-tan-binh-gia-re.jpg,"[10.8154251, 106.6747107]"
"Siêu Phẩm 2mặt tiền Phan Xích Long,Phú Nhuận 15tỷ 850/214m2.Sổ Riêng,Cho thuê:100tr/tháng.","Nhà siêu đẹp như hình khu Phan Xích Long Quận Phú Nhuận, TPHCM.

Vị trí cực kỳ đắc địa cách Quận 1 chỉ 500m, cách coopmart Rạch Miễu 100m, cách Phố ẩm thực Phan Xích Long 50m. 
Diện tích: 5.5m x 39m. Nhà không lộ giới. 200m2
Kết cấu:  01 Hầm + 7 tầng nổi + sân thượng, 02 Thang máy
- DTXD 1.200m2 sàn
Sảnh Phòng khách thiết kế theo phong cách Châu âu, 
- 26 Phòng Căn hộ dịch vụ 
- 01 tầng kinh doanh Cà phê phòng trà  
Thích hợp cho đầu tư sinh lời. Trung tâm nha khoa, Trung tâm thẩm mỹ, Văn phòng, Khách sạn ....
Ưu tiên Khách hàng mua cho chủ nhà thuê lại ít nhất 05 năm (giá thuê khởi điểm 100 triệu/tháng)
Sổ hồng đầy đủ, chính chủ; Khách xem nhà bảo đảm thích ngay.  
Giá bán: 15 tỷ 850 . Vẫn còn thương lượng cho khách thiện chí!",15.85,214,"Đường Phan Xích Long,  Phường 2, Quận Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,,Mua Bán,26.0,26.0,7.0,Sổ hồng/ Sổ đỏ,Nhà Mặt Phố,"5,5",https://alonhadat.com.vn//files/properties/2024/6/29/images/014706995-1105-ban-nha-mat-tien-quan-phu-nhuan-gia-re.jpg,"[10.8006534, 106.6842854]"
"Chính chủ bán nhanh lô đất 220m2 Duyên Hải, Cần Thạnh, Cần Giờ, giá 3tỷ200, Sổ hồng riêng.","Nằm mặt tiền đường Duyên Hải, thị trấn Cần Thạnh, Cần Giờ, thành phố Hồ Chí Minh.
Diện tích 220m² ngang 10m dài 22m.
Giá 3 tỷ 200 triệu.
Khu vực dân cư đông đúc, có nhiều tiện ích như: Chợ, Coop Mart, Bách Hóa Xanh, Điện Máy Xanh, trường học liên cấp từ tiểu học đến THPT,... Thích hợp kinh doanh buôn bán, xây dựng định cư, phát triển du lịch.
Đất thổ cư 100%, sổ hồng riêng sang tên công chứng trong ngày.",3.2,220,"Đường Duyên Hải,  Thị trấn Cần Thạnh, Huyện Cần Giờ, Hồ Chí Minh",Hồ Chí Minh,Cần Giờ,,Mua Bán,,,,Sổ hồng/ Sổ đỏ,Nhà Đất Thổ Cư,10,https://alonhadat.com.vn//files/properties/2024/6/29/images/014707806-5945-ban-dat-tho-cu-dat-o-huyen-can-gio-gia-re.jpg,"[10.4010644, 106.9375875]"
"Kẹt vốn bán nhanh nhà Nguyễn Trọng Tuyển, P 15, Phú Nhuận, DT 108m2, giá 3tỷ550tr, SHR.","Chủ kẹt tiền bán gấp nhà hẻm xe hơi, đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, sổ hồng riêng, sẵn hợp đồng cho thuê 22tr/tháng.
- Ngay gần chợ, trường cao đẳng, trường học, siêu thị, quán ăn uống.
- Diện tích: 108m2 (6x18m).
- Gía 3 tỷ 550tr.
- Kết cấu: 1 trệt, 2 lầu, 1 sân thượng. Bếp + phòng khách rộng rãi, 4 phòng ngủ, 4WC. 1 ban công trước sau.
- Khu dân cư yên tĩnh, nhiều cây xanh thoáng mát, rất thích hợp về để ở cho thuê có giá, khu sầm uất, buôn bán tấp nập, dân trí cao, an ninh cực tốt.
- Sổ sẵn sang tên công chứng ngay.",3.55,108,"Đường Nguyễn Trọng Tuyển,  Phường 15, Quận Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,,Mua Bán,4.0,4.0,2.0,Sổ hồng/ Sổ đỏ,Nhà Trong Ngõ,6,https://alonhadat.com.vn//files/properties/2024/4/20/images/014341993-4902-ban-nha-mat-tien-ho-chi-minh.jpg,"[10.797566, 106.6784947]"
Hạ giá bán nhanh nhà Nguyễn Du - P7 - Gò Vấp chỉ với 3tỷ4,"🏠 Bán nhanh căn nhà đẹp tại Nguyễn Du - Phường 7 - Gò Vấp 
 🔥 GIẢM 100 TRIỆU 
( giá cũ 3tỷ500 )
 ✨ Diện tích: 100m2 ( ngang 5m - dài 20m ) gồm 3p ngủ - 4wc - 1 khách - 1 thờ - bếp - ban công 
 ✨ Hướng Tây Nam
 ✨ Hiện trạng đường trước nhà rộng 14m
 ✨ Để lại nội thất (trừ máy lạnh, máy giặt) - Thiết kế sang trọng 
 ✨ Di chuyển đến trung tâm - chỉ mất 10-15’
 ✨ Xung quanh tiện ích sinh sống đầy đủ - cao cấp
 ✨ Thích hợp với gia đình đông người - không gian rộng rãi
 👉 Pháp lý: Hợp đồng mua bán - Chủ bao thuế phí sang tên
 💵 Giá: 3tỷ400 triệu ( có thương lượng )",3.4,100,"Đường Nguyễn Du,  Phường 7, Quận Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,,Mua Bán,4.0,4.0,2.0,Sổ hồng/ Sổ đỏ,Nhà Trong Ngõ,5,https://alonhadat.com.vn//files/properties/2024/6/30/images/014713016-4604-ban-nha-trong-hem-ho-chi-minh.jpg,"[10.8260654, 106.686192]"
"Nhà sát bên Gò Vấp, đường Thạnh Xuân 21, DT:4X13M, 1 Lầu, 2 PN, Sân trước sau, 3 VS, Q12","BÁN NHÀ SỔ HỒNG RIÊNG - GẦN Đ.THỐNG NHẤT GÒ VẤP
✔️Nhà 1 sẹc đường TX21, Thạnh Xuân, Quận 12
✔Hẻm xe hơi quay đầu
✔️DT 4*13m, 1 trệt 1 lầu, 2 P.Ngủ, 3 WC
👉 Gần Chợ Minh Phát, chung cư Picity Quận 12
Hướng Tây Bắc 
Giá 1,9 tỷ bớt Lộc",1.9,52,"Đường Thạnh Xuân 21,  Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Hồ Chí Minh,12,,Mua Bán,2.0,2.0,1.0,,Nhà Trong Ngõ,4,https://alonhadat.com.vn//files/properties/2024/6/30/images/014713080-0213-ban-nha-trong-hem-quan-12-gia-re.jpg,"[10.8662788, 106.6716565]"
"Nhà khu phân lô 6 căn Lê Văn Thọ, F11, Gò Vấp - 4*17m CÓ THANG MÁY CHỈ 3,9 Tỷ","😍 LÊN SÓNG SIÊU PHẨM THANG MÁY VỊ TRÍ SIÊU ĐẸP Đ.SỐ 1 - PHƯỜNG 16 - GÒ VẤP
——————————
 ○ Giá bán: 3,9 Tỷ thương lượng
 ○ Diện tích: Ngang 4m dài 17m ( 68m2 )
 ○ Kết cấu: 1 trệt 1 lửng 3 lầu gồm gara xe hơi phòng khách bếp 4 pn 5 tolet phòng thờ phòng giặt sân thượng trước sau.
 ○ Đường oto 6m 1 trục sát mặt tiền
 ○ Nhà hướng: Tây Bắc
 ○ Nội thất bàn giao: Full option nhà thiết kế có thang máy",3.9,68,"Đường Lê Văn Thọ,  Phường 11, Quận Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,,Mua Bán,4.0,4.0,3.0,Sổ hồng/ Sổ đỏ,Nhà Trong Ngõ,4,https://alonhadat.com.vn//files/properties/2024/6/30/images/014712698-1157-ban-nha-trong-hem-ho-chi-minh-gia-re.jpg,"[10.8447508, 106.6570629]"
"Siêu phẩm của siêu phẩm HXH Gò Công,P13,Q5,75m2,2Ty560tr,SHR","-Vị Trí : Hẻm HXH 51 Gò Công,Phường 13, Quận 5 , hẻm thông ra đường lớn Ngô Nhân Tịnh
 -Diện tích: 75m2 (5) x (15m), sổ công nhận đủ 75.m
- Kết cấu : 1 trệt 2 lầu,3 phòng ngủ,3 toliet,...
- Hẻm trước nhà hơn 5m
- Nhà có sân trước sau, có cửa sau
- Tiện ích xung quanh tiện nghi,bách hoá xanh,trung tâm thể thao,...
- Thích hợp mua đầu tư xây mới hoặc cho thuê.
💰Giá: 2 tỷ 560 triệu,thương lượng trực tiếp với chủ
- Pháp lý : sổ hồng riêng,công chứng ngay trong ngày    
 Liên hệ Vỹ để xem nhà",2.56,75,"Đường Gò Công,  Phường 13, Quận 5, Hồ Chí Minh",Hồ Chí Minh,5,,Mua Bán,3.0,3.0,2.0,Sổ hồng/ Sổ đỏ,Nhà Mặt Phố,5,https://alonhadat.com.vn//files/properties/2024/6/29/images/014707857-0539-ban-nha-mat-tien-quan-5-chinh-chu.jpg,"[10.7507452, 106.654587]"
"Chủ kí gửi bán gấp nhà HXH 189 Cống Quỳnh,P.Nguyễn Cư Trinh, Q1, 71m2, 3ty550tr ,SHR","VỊ trí: Hẻm xe hơi 189 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1
- Hiện Trạng : đang cho thuê 19 triệu/tháng
- Diện tích: 71m2 (4,5x15,7)
- Kết cấu: 1 trệt, 1 lầu,3 phòng ngủ,3 nhà vệ sinh.
- Vị trí thuận tiện di chuyển qua các quận trung tâm
- xung quanh đầy đủ các tiện ích,chợ bách hoá,trường học,bệnh viện,...
- Dân cư xung quanh văn minh, gần chợ, hẻm xe hơi.
- Pháp lý sổ hồng riêng
- Giá: 3 tỷ 550 triệu có thương lượng",3.55,71,"Đường Cống Quỳnh,  Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Hồ Chí Minh,1,,Mua Bán,3.0,3.0,1.0,,Nhà Trong Ngõ,"4,5",https://alonhadat.com.vn//files/properties/2024/6/29/images/014708151-4249-ban-nha-trong-hem-quan-1-chinh-chu.jpg,"[10.7632889, 106.6897809]"
CỰC HIẾM !TOÀ CCMN DT120m2x9T- PHÂN LÔ OTO TẢI -2 THOÁNG - 27 PHÒNG -DT 150TR/TH-GIÁ 24 TỶ,"HÀNG CỰC PHẨM  - NHÀ DÒNG TIỀN NGÕ PHÂN LÔ OTO TẢI VÀO !

8 TẦNG 1 HẦM - TỔNG 27 PHÒNG - NGÕ Ô TÔ TẢI - THẲNG TẮP - 2 THOÁNG TRƯỚC SAU - HỢP ĐỒNG ĐƠN VỊ THỨ 3 THUÊ 130TR/THÁNG - GIÁ 24 TỶ 

Ngõ 6 Đội Nhân, Ba Đình 120m2 x 9 tầng

- Mô tả : 
+ Nhà 2 thoáng vĩnh viễn, phía sau là sân chung cư, ngõ trước xe tải vào nhà.
+ Nhà đầy đủ GPXD, hệ thống PCCC, ...

- Thiết kế: Tổng 27 phòng
+ Tầng 1,2 mỗi tầng 3 phòng. 
+ Tầng: 3,4,5,6,7 mỗi tầng 4 phòng. 
+ Tầng 8 : 1 phòng rộng 60 m2. 

- Sổ đẹp, vuông vắn, sẵn sàng giao dịch.
- Giá : 24 TỶ ( Có Thương Lượng ) 
- Liên hệ xem nhà 24/7:EM TRANG  (Gọi trực tiếp hoặc inb Zalo) 

🔺Hỗ trợ xem nhà miễn phí 24/7
🔺Gặp trực tiếp chủ nhà để làm việc 
🔺Giá tốt nhất thị trường
🔺Liên hệ để biết thêm nhiều nhà đất thổ cư Hà Nội giá rẻ",24,120,"Đường Đội Nhân,  Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Hà Nội,Ba Đình,,Mua Bán,27.0,27.0,9.0,Sổ hồng/ Sổ đỏ,Nhà Mặt Phố,5,https://alonhadat.com.vn//files/properties/2024/6/29/images/014711028-5534-ban-nha-mat-tien-quan-ba-dinh-gia-re.jpg,"[21.0411713, 105.8100837]"
"Thu Nhập 18tr/th HXH 6m Bán Nhà Đường King Dương Vương Quận 6 , DT 86m2 Giá 2tỷ250 SHR","Nóng chủ nhà sang định cư Úc cần bán gấp căn nhà để sang di cư, Khách thiện chí chủ nhà để lại toàn bộ nội thất.
✔️ Vị trí : Hẻm 27 King Dương Vương phường 12 Quận 6 
+ Diện Tích 86m2 ngang 5 dài 17,2 m 
💐 Kết cấu 1Trệt 3 lầu gồm 5 phòng ngủ 6 phòng vệ sinh, có sân thượng, ban công thoát mát , có gara ô tô 
✅ Hẻm trước nhà 6m ô tô né nhau thoải mái
Khu vực sầm uất cách vòng xoay 10p di chuyển
👉 Pháp lý sổ hồng riêng chính chủ sang tên công chứng trong ngày 
💥 Giá bán gấp 2tỷ250 Chốt 
+ nhà có dòng tiền cho thuê sẵn 18tr/1 tháng 
- có ngân hàng hỗ trợ cho vay 70% giá trị căn nhà 
☎️ Liên hệ ÚT LIÊN để được hỗ trợ xem nhà miễn phí nhé",2.25,86,"Đường Kinh Dương Vương,  Phường 10, Quận 6, Hồ Chí Minh",Hồ Chí Minh,6,,Mua Bán,5.0,5.0,3.0,Sổ hồng/ Sổ đỏ,Nhà Trong Ngõ,5,https://alonhadat.com.vn//files/properties/2024/6/29/images/014708037-2631-ban-nha-trong-hem-ho-chi-minh-chinh-chu.jpg,"[10.7500736, 106.6283243]"
