title,address,price,description,type_estate,type,area,bedroom,toilet,law,direction,width,floor,image_links,geo_code,district,province_city
Compass One 2PN full nội thất,"Đ. Trần Phú, P. Chánh Nghĩa, Tp. Thủ Dầu Một, T. Bình Dương",9.01,"- Cho thuê căn hộ Compassone Chánh Nghĩa- Thủ Dầu Một  - Căn 2pn 2wc-77m2  - Full nội thất đẹp  - Giá thuê 9 triệu/ tháng  Thuê dài hạn, đặt cọc 2 tháng  LH    - Compassone Chanh Nghia apartment for rent - Thu Dau Mot  - 2 bedroom apartment, 2bathroom - 77m2  - Full beautiful interior  - Rental price 9million/month  Long-term rental, 2 months deposit   Contact     Compassone Chanh Nghia 公寓出租 - Thu Dau Mot  - 2 间卧室公寓，2 间浴室 - 77 平方米  - 完整美丽的内饰  - 价格900万/月  租赁期限，2个月押金  -------------------------------------   . Giang",Căn Hộ Chung Cư,Cho Thuê,77,2.0,2.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/nN7tgVA854yq-R6M8cJS0eR4R70pdKQn9hI3Os1BjpY/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDdhNDczYWVhY2JjNTUzMzgyMjQyMjE1Yzc0YWRhNWIyLTI4ODQzNjgxNDQ3NDM0NzE2MjAuanBn.jpg,"[10.973727, 106.6650201]",Thủ Dầu Một,Bình Dương
"Căn hộ 1 phòng ngủ tách bếp, bếp lớn full nội thất Ngã Tư Phú Nhuận","Đ. Hoàng Văn Thụ, P. 08, Q. Phú Nhuận, Tp. Hồ Chí Minh",6,"Cho thuê căn hộ 1 phòng ngủ full nội thất, phòng ngủ và phòng bếp riêng biệt, phòng có cửa sổ thoáng mát khu an ninh, yên tĩnh.   Vị trí: Hoàng Văn Thụ Quận Phú Nhuận thuận tiện di chuyển Quận 1, Quận 2, Quận 3, Quận Phú Nhuận, Quận Tân Bình...    Dạng phòng:    1 phòng ngủ tách bếp cửa sổ (bếp lớn)    Khu an ninh yên tĩnh.   Giờ giấc tự do không chung chủ.   Phòng đầy đủ tiện nghi (chỉ việc xách vali vào ở).",Căn Hộ Chung Cư,Cho Thuê,30,1.0,1.0,,,,,https://i.meeymedia.com/-xM7Wp9VaUaOvM1XzWP86uKIxJ8X_dIB-xRZFeoxCTg/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGYzNjhmMmM4NGFiYTBmY2Q1NzA4NDg2MDAwOWI2YWVmLTI4ODQzNjcwNTUwMDkzNjM4OTYuanBn.jpg,"[10.7992863, 106.678908]",Phú Nhuận,Hồ Chí Minh
Duplex ban công siêu rộng phạm văn chiêu,"Đ. Phạm Văn Chiêu, P. 14, Q. Gò Vấp, Tp. Hồ Chí Minh",3.99,"phòng ban công 100 phạm văn chiêu    4.000.000 siêu rộng    Nội thấy: máy lạnh, quạt máy,tủ quần áo, bếp từ, ấm đun, wifi riêng từng phòng.   Lh ***","Nhà Trọ, Phòng Trọ",Cho Thuê,30,,,,,,,https://i.meeymedia.com/7qYqIRrGFM4y743EBMngmFmfa_5KtQcmKklnWWzlIDw/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDZkNjYzMDkzOGNlMjkwYjIxNjU2ZDE4OTA4NzlmNmEzLTI4ODQzNzk1NzQ1MTA0NTc2MDUuanBn.jpg,"[10.848352, 106.6429581]",Gò Vấp,Hồ Chí Minh
Cho thuê CĂN HỘ HÀ ĐÔ nguyễn văn công P3 Gò Vấp,"Đ. Nguyễn Văn Công, P. 03, Q. Gò Vấp, Tp. Hồ Chí Minh",14.01,"Cho thuê căn hộ hà đô nguyễn căn công f3 Gò Vấp  - 87m2, 3pn, 2wc  - 14triệu  - Full Nt  - Gần ngay CV gia định, sân bay TSN,…  Bàn giao 2014  Khu Chung Cư Hà Đô Nguyễn Văn Công  Chủ đầu tư:  CÔNG TY CỔ PHẦN TẬP ĐOÀN FLC",Căn Hộ Chung Cư,Cho Thuê,87,2.0,2.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/gbtIlIQhSq9zaSJyCddTn7k43u3L0yGwYTCf2AVGY6g/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGFmYmFhM2QwYmVjMDYyZWM4MWE4Mjg5MDBlNjhjYmVmLTI4ODQzNjczNjQ0MDEzMzg4ODQuanBn.jpg,"[10.8165032, 106.6777987]",Gò Vấp,Hồ Chí Minh
Giá rẻ cho thuê gấp officetel chung cư sunrise cityview quận 7,"Đ. Nguyễn Hữu Thọ, P. Tân Hưng, Q. 7, Tp. Hồ Chí Minh",8.99,"Chính chủ cần cho thuê lại gấp căn hộ chung cư cao cấp - Sunrise cityview - 33 Nguyễn Hữu Thọ - Quận 7  Tiện ích nội khu cao cấp, sử dụng miễn phí: Hồ bơi, gym, yoga, bóng bàn....  Giao thông thuận lợi, an ninh 24/24  Ra vào bằng thẻ từ   Giá thuê: 9tr/tháng  Liên hệ xem nhà: *** - Hoặc SMS - Zalo. Xin cám ơn!  Bàn giao 2018  Sunrise CityView  Chủ đầu tư:  Tập đoàn Novaland",Căn Hộ Chung Cư,Cho Thuê,42,1.0,1.0,Đã có giấy hẹn lấy số,,,,https://i.meeymedia.com/8FrKmwm6WbRrLHwcN0GVq5SNzN9IJVatSYCxyU_tnEU/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDUxNzNjNTM1ZWYyYWQ4OTY2MmQzZTQyYWZkMTYyOGUzLTI4NzQ2MzcwMzk0OTA4MDM0NjcuanBn.jpg,"[10.7422368, 106.7012863]",7,Hồ Chí Minh
"Phòng trọ Bình Thạnh giờ giấc tự do, hẻm UBND an ninh","Đ. Điện Biên Phủ, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh",3,"Nhà mình mới có người dọn đi nên dư 1 phòng trọ cho thuê, ưu tiên khách đang đi làm ổn định và ở 1 người (do đó giờ người thuê nhà mình toàn ở lâu năm)   - vị trí nằm trong hẻm ubnd phường 17 bao an ninh và yên tĩnh  - phòng trống diện tích 24m2  - giờ giấc tự do  - có sân thượng phơi đồ   Giá thuê 3tr, cọc trước 1 tháng  Khách ở 2 người thì giá cả thương lượng với mẹ mình nha   Mình là chủ nhà đăng dùm ba mẹ ko phải cò lái do cô chú lớn tuổi ko rành công nghệ  Tiếp khách thiện chí, cứ qua xem phòng trực tiếp rồi trao đổi thêm với cô Nga mẹ mình nha   Liên hệ : nhắn tin zalo số chotot (zalo cô Nga) hoặc gọi trực tiếp mình (Quân 28t) qua số để trong hình cuối","Nhà Trọ, Phòng Trọ",Cho Thuê,24,,,,,,,https://i.meeymedia.com/714qIWyDwe1ogZVyTz2Q66DUULQdlYLyGoLzd9jHiaI/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDgxZWM2MDIyZTQ2ODBkYTlhZTFmZjM5MzNmNjExOWE1LTI4ODQzNzk4MDY2ODk5ODA2OTYuanBn.jpg,"[10.7982841, 106.7054329]",Bình Thạnh,Hồ Chí Minh
Phòng trọ 22m2 gần khu công nghệ cao giá rẻ,"Đ. Quốc lộ 1A, P. Linh Trung, Q. Thủ Đức, Tp. Hồ Chí Minh",990 Nghìn/Tháng,"Chính chủ cho thuê phòng dt 3x4m có gác, phòng trọ quay ra mặt tiền đường xe hơi gần đại học Khoa học Xã hội Nhân văn, chỉ 5 phút đi khu công nghệ cao hoặc Suối Tiên, 10 phút đi ngã tư Thủ Đức. Khu vực tập trung đông sv nên sinh hoạt phí rất rẻ, đủ tiện ích trường học, bệnh viện, quán ăn, chợ, siêu thị...bán kính 1km. Nấu ăn, wc trong phòng. Giờ tự do. Ưu tiên thuê dài hạn.","Nhà Trọ, Phòng Trọ",Cho Thuê,22,,,,,,,https://i.meeymedia.com/NnrKKa8W7eTuWUvac7q92OJjzXUQv-ABeeeFOSR4Okk/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGI3YjNhOGJhNjhmMGM0ZTdlZWJjZWQ3OTYwMDdmOWQ3LTI4ODQzODA1NTY2MzU4NzE3NDguanBn.jpg,"[10.84863, 106.77209]",Thủ Đức,Hồ Chí Minh
cực mê với chiếc phòng bancol view city - hình thật giá thật,"Đ. Nguyễn Văn Cừ, P. 01, Q. 5, Tp. Hồ Chí Minh",6,"SIÊU XINH - SIÊU ĐẸP - SIÊU THOÁNG   [ Hình thật - không ảo ]    • Full nội thất mới, bancol   • Thang máy di chuyển   • Toà nhà có hầm xe   • Xây dựng chuẩn an toàn PCCC   • Ra vào vân tay, giờ giấc tự do   Liên hệ ngay xem phòng trực tiếp",Căn Hộ Chung Cư,Cho Thuê,30,1.0,1.0,,,,,https://i.meeymedia.com/-SuiMrrigJSv5_z_3BWjDBugZdI2dWksLfrGAoASxx4/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDA3ODVhN2E5Mjc5ODU3Y2M3MGUwMmQ0MjMxMDk5OTljLTI4ODQzNjk0OTQ3MzI0MTE2NTMuanBn.jpg,"[10.7553692, 106.685805]",5,Hồ Chí Minh
Em pass phòng còn hợp đồng 4 tháng của nhà trọ sạch sẽ ạ,"Q. Thủ Đức, Tp. Hồ Chí Minh",2.49,"Phòng 2tr5 ở được 4 bạn  giá dịch vụ 150k (rác,wifi,vệ sinh chung)  Xe 100k/xe  Điện 3.8k/kw  Nước 20k/m3   Cọc 1 tháng   Hđ 6 tháng -12 tháng   Giờ giấc tự do  Liên hệ em ***","Nhà Trọ, Phòng Trọ",Cho Thuê,30,,,,,,,https://i.meeymedia.com/k4Lj6BiWOArejxfW_OuMe-O3u1eBoKdnh2pbwSstUxw/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDIwNDE2MDBhNjBhN2MzZTIxMmNmNzVhYmNhODAwYjg3LTI4ODQzODA3NTU2ODU0ODA5NjQuanBn.jpg,"[10.7873629, 106.7619248]",Thủ Đức,Hồ Chí Minh
"Cho thuê 2phòng ngủ thang máy ngay công viên hoàng văn thụ,khu sân bay","Đ. Phổ Quang, P. 02, Q. Tân Bình, Tp. Hồ Chí Minh",9,"Toạ lạc trên đường phổ quang P2 Tân Bình, ngay các trục đường lớn như Lê Văn Sỹ, Huỳnh Văn Bánh, Phạm Văn Hai, Đặng Văn Ngữ, gần cầu Lăng Cha Cả, công viên Hoàng Văn Thụ, gần sân bay,... Dễ đi ra các đường Trường Sa - Hoàng Sa, Nguyễn Văn Trỗi, gần ngã tư Phú Nhuận, Nguyễn Kiệm, Hoàng Văn Thụ,....  Dễ đi qua Quận 3, Quận 1, Phú Nhuận, Quận 10,...  1.  Tình trạng phòng : 2 phòng ngủ thoáng mát đều Mới, thoáng, đầy đủ tiện nghi.có thang máy  Nội thất bao gồm : 2 giường , 2 nệm , 2 máy lạnh , 2 tủ quần áo , bàn ghế , rèm vửa , bàn trang điểm , kệ bếp ,…  Tiện ích : toà nhà mới 100% , nhà xe rộng , không giới hạn người ở , ra vào bằng vân tay , ….    Gần các tuyến đường lớn như Hoàng Sa, Trường Sa, Phan Đình Phùng, Phan Đăng Lưu, Phan Xích Long, Nguyễn Văn Trỗi,....",Căn Hộ Chung Cư,Cho Thuê,60,2.0,1.0,,,,,https://i.meeymedia.com/jFfs_xKYXsvHsxTVzhbh6145gOUAoDTaI4RW2myvZm0/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGNhZmQ5YzRlYzczYzkzZTlkMzljZGI4MWMyODU5OTZmLTI4ODQzNjk4MTY4Mjk0NjEyNDcuanBn.jpg,"[10.8062151, 106.669114]",Tân Bình,Hồ Chí Minh
Studio 152 Võ chí công Alo xem phòng ***,"Đ. Võ Chí Công, P. Bưởi, Q. Tây Hồ, Tp. Hà Nội",3.9,"CHÍNH CHỦ CẦN CHO THUÊ STUDIO TẠI 152 VÕ CHÍ CÔNG   Giá chỉ 4tr  - Sẵn đồ chỉ việc ở   - Để xe tầng 1free ,Giao thông thuận tiện gần chợ các trường học.  - Không chung chủ giờ giấc thoải mái   Liên hệ xem phòng : *** miễn mg","Nhà Trọ, Phòng Trọ",Cho Thuê,30,,,,,,,https://i.meeymedia.com/X_z8gYcuJ_L-iIT4YSFpQca12Tus381ktIUVX7c4AnQ/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDA1OWM3NmRiYjI4ZGVmODQ5ODJhODg2MjM4ZTZhZjRkLTI4ODQzODI0MjI4MTM4OTY5ODQuanBn.jpg,"[37.83333, 12.66667]",Tây Hồ,Hà Nội
"CHO THUÊ SHOPHOUSE SARICA CHỈ 110TR/TH, DT 300m2 VIEW CÔNG VIÊN","Q. Thủ Đức, Tp. Hồ Chí Minh",110.1,"CHO THUÊ SHOPHOUSE SARICA CHỈ 110tr/th VIEW CÔNG VIÊN  Kết cấu : 1 trệt 2 lầu  Diện tích : DTSD 300M2  Giá thuê: 110tr/th  View công viên sala  Pháp lý: Hợp đồng mua bán (Đang làm sổ hồng)  Tiện ích 5* đẳng cấp , thuộc khu đô thị cao cấp nhất Q2, Shop nằm ở mặt view công viên, kinh doanh, làm văn phòng, F&B,.  LH *** Hannah Trần để được tư vấn và xem shop thực tế","Văn phòng, TTTM, Cửa hàng, Kiot",Cho Thuê,300,,,Đã có giấy hẹn lấy số,,,,https://i.meeymedia.com/pRFtC4NvixBlgBtj732CF0I4TyGE3gCvoafGHXq_zGA/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDg1NDk3NWQ3YTlhODdhZTAyMTI1NjMwNjE1NTY0MjQzLTI4ODQzNjc1NTY0NjU4NDg2MDAuanBn.jpg,"[10.7873629, 106.7619248]",Thủ Đức,Hồ Chí Minh
Hình thật giá thật. mã đẹp có ban công ở võ văn hát,"Q. Thủ Đức, Tp. Hồ Chí Minh",3.99,"điện 3,8k, nước 22k/khối, xe 150k/chiếc,   dv 200k/phòng (rác, wifi, vệ sinh chung, thang máy)  Cọc 1 tháng    QUY ĐỊNH KHÁC:   - Miễn phí nước uống, cổng vân tay, camera an ninh  - Không nuôi pet, không nhận khách có xe điện, không dùng bình ga lớn  - ở được 3-4 người  - Nội thất như hình, thêm tủ lạnh +300k/tháng",Căn Hộ Chung Cư,Cho Thuê,30,1.0,1.0,,,,,https://i.meeymedia.com/BWX663gw5QNuKUkeZ0_P9vor-gq-MWi5--3rvvrDAq8/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDNhZTU1ZmYyZDM3ZDc1ZTZiZDJjMDAzMGFmMjNmY2RkLTI4ODQzNzg0NzY5ODY2MDIyNDUuanBn.jpg,"[10.7873629, 106.7619248]",Thủ Đức,Hồ Chí Minh
"Cần cho thuê mặt bằng mở công ty 100m2, tại Bình Thạnh, 35 triệu/tháng","Đ. Ung Văn Khiêm, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh",35,"Cần cho thuê mặt bằng mở công ty 100m2, tại Bình Thạnh, 35 triệu/tháng  - Địa chỉ: Ung Văn Khiêm, p25, q Bình Thạnh  - Diện tích: 100 m2  - Hướng: Đông  - Tiện tích: Cafe, tiếp khách tại sảnh, phòng gym, nhà hàng sân thượng, 2 thang máy, miễn    phí xe bus Thứ 2 - Chủ Nhật (trừ thứ 5) đến quận 1, 2-3 chuyến/ngày.  - Thanh toán: hàng tháng  - Đặt cọc: 2 tháng 90 Triệu  - Hợp đồng: 2 năm","Nhà Xưởng, Mặt Bằng, Kho Bãi",Cho Thuê,100,,,Khác,,,,https://i.meeymedia.com/CPVV2s1_0RXNi6_GgmC37i7zCYT2M6uDnXEXrxiY2VI/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGI2ZjlkZDVkM2U2YWI4NjQxNTIyYmQ4YTJlYzJlZTIzLTI4ODQzNjYyMzY3OTg4OTE5NjAuanBn.jpg,"[10.8063236, 106.720263]",Bình Thạnh,Hồ Chí Minh
"Chính chủ cho thuê nguyên căn ngang 7m HXH Nguyễn Thị Minh Khai, Q1","Đ. Nguyễn Thị Minh Khai, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh",35.03,"- Diện tích : 7 x 12m  - Kết cấu: 1 trệt, 2 lầu, 1 sân thượng, 5 phòng, 3 wc  - Giá thuê: 35 triệu ( có thương lượng )  Nhà mới, phòng rộng rãi, nhà trong khu dân cư đông đúc, đường xe ô tô ra vào  Phù hợp làm văn phòng công ty, spa, thẩm mỹ, trung tâm dạy học,.....","Văn phòng, TTTM, Cửa hàng, Kiot",Cho Thuê,84,,3.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/Yy6T78y8FCe5GqPR7T7ei5o_Bb1xcAK8AXxVZ5WnxH4/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGI0M2E0ZWNjZTFmNzY5YzYyOGJhMmEyNWFiZjYzYjljLTI4ODQzNjgyMDgzMjg0OTU4NzcuanBn.jpg,"[10.7899773, 106.7047475]",1,Hồ Chí Minh
Cho thuê Văn phòng - Officetel – Tòa Sky Center .,"Đ. Phổ Quang, P. 02, Q. Tân Bình, Tp. Hồ Chí Minh",13,Nội thất văn phòng đầy đủ cho hoạt động kinh doanh Công ty. Khu trung tâm gần Sân bay hướng đi ra Đường Trường Sơn – cách Sân bay Tân Sơn nhất 200 mét. Đi lại thuận tiện có nhiều dịch vụ tiện ích trong khu vực tòa Officetel.,"Văn phòng, TTTM, Cửa hàng, Kiot",Cho Thuê,50,,,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/wfgHkH3VEcbWyjWggTIvSeaVbFjF0nMWfI9gdRgfAyk/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDY1MDJjYmFlOTAwNmZjMDNlNjlmODc5NzJhOTg1ZWExLTI4ODQzNjkzMzI1NDY2NDAzODguanBn.jpg,"[10.8062151, 106.669114]",Tân Bình,Hồ Chí Minh
Nhà siêu đẹp MT Hải Châu ngay trung tâm TP,"Đ. Nguyễn Trác, P. Hòa Thuận Tây, Q. Hải Châu, Tp. Đà Nẵng",20,"NHÀ CHO THUÊ NGUYÊN CĂN   Đường Nguyễn Trác - hướng Tây  Khu quân đội,  Diện tích 100m2 x 3 tầng  3PN - 4 toilet - 2 phòng khách - sân trồng cây tầng 1  Ban công tầng 3   Khu vực trồng rau  Nhà nội thất gỗ  Giá cho thuê 20 triệu/ tháng",Nhà Đất Thổ Cư,Cho Thuê,100,3.0,4.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,3.0,https://i.meeymedia.com/Lybmr7YXVd42Lj9TztI3XNy-nFGhXXC1VyXpVNOf2oQ/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGM0ZDUyZWU4MGM1NmNmMWQwYzE5OWZkZmZhOGI3MTM5LTI4ODQzNjA1NTcyMzI3OTAwMjAuanBn.jpg,"[16.0407105, 108.2096132]",Hải Châu,Đà Nẵng
Cho thuê nhà hxh 371/7 Lê Quang Định - 4.5x17m 3Lầu,"Đ. Lê Quang Định, P. 05, Q. Bình Thạnh, Tp. Hồ Chí Minh",28,"Cho thuê nhà hxh 371/7 Lê Quang Định, Phường 5, Bình Thạnh,  DT: 4.5x17m nở hậu 7m, 1 trệt 3 lầu, Có tầng hầm để xe.  Gồm: 6 PN, 8WC, 1 phòng kho, 1 sảnh  phù hợp vpcty, shop, spa, ở...",Nhà Đất Thổ Cư,Cho Thuê,76.5,6.0,6.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/5SrblKqIM53B7SRJII7Yi_nsNEESbigpGmYPumzKXkQ/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGExYjkyNGRiOTliM2FhM2ZjNTg5MDZhZWZhYjk4NzBmLTI4ODQzNjI5NzM0NDQ0MzI2MTYuanBn.jpg,"[10.804544, 106.6985656]",Bình Thạnh,Hồ Chí Minh
Cho thuê nhà hxh đặng văn ngữ p14 phú nhuận 60m2 3 tầng 16tr,"Đ. Đặng Văn Ngữ, P. 13, Q. Phú Nhuận, Tp. Hồ Chí Minh",16.02,"Khu kinh doanh sầm uất, dân cư đông đúc, tiện ích xung quanh không thiếu thứ gì như: Bệnh viện, trường học các cấp, chợ, khu tòa nhà văn phòng.   Nhà vô ở và kinh doanh ngay BTCT chắc chắn 1 trệt 1 lửng 1 lầu 3 phòng ngủ 2wc, hẻm nhưa thẳng 1 trục xe hơi thông thoáng.  Nằm ngay ngã tư Lê Văn Sỹ giao Huỳnh Văn Bánh, xung quanh là các đường Trường Sa, Hoàng Sa, Nguyễn Văn Trỗi, Hoàng Văn Thụ, Nguyễn Trọng Tuyển, Bùi Thị Xuân, Phạm Văn Hai.  Vị trí trung tâm Phú Nhuận đi Quận 1, Quận 3, Bình Thạnh, Tân Bình, sân bay chỉ hơn 10 phút.  Gọi ngay: Toại để được tư vấn và xem nhà miễn phí, xin lỗi không tiếp môi giới, trung gian và quảng cáo cảm ơn.",Nhà Đất Thổ Cư,Cho Thuê,60,3.0,2.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,3.0,https://i.meeymedia.com/b4Hcxhs_XmiEI_YFwQ_rPHNSinAh5sMoHgLr-xc8-Ss/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGQxMzE5NDc1YzMzNGYxZWY0Zjc4NmVmYzRjNTkxYmI2LTI4ODQzNjMzNzUxOTMzNzcyNjYuanBn.jpg,"[10.7922702, 106.6678821]",Phú Nhuận,Hồ Chí Minh
Cho thuê nhà HXH 6m Trần Quang Diệu TM cầu thang cuối nhà,"Đ. Trần Quang Diệu, P. 14, Q. 3, Tp. Hồ Chí Minh",38.02,"Cho thuê nhà HXH 6m Trần Quang Diệu TM cầu thang cuối nhà  HXH 118/ Trần Quang Diệu, P.14, Quận 3  Kết cấu: 1 trệt 1 lửng 2 lầu sân thượng (TM, cầu thang cuối nhà)  Diện tích: 4x18m  Giá thuê: 38 triệu/tháng  Phù hợp làm vpcty, spa, shop, dạy học,....  Xem nhà liên hệ",Nhà Đất Thổ Cư,Cho Thuê,72,4.0,,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,,https://i.meeymedia.com/EufBE1hB5HxKE_g-U2zC8l5kC9SAmfs7PqDrg7XdF38/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDg1ZWE5MjJhODE3MzI4YzY0MjBhYzEwZTIzOWI0YzgyLTI4ODQzNjM1ODA4ODc4NjU4NjAuanBn.jpg,"[10.7837366, 106.6784859]",3,Hồ Chí Minh
"Cho thuê nhà đường số 5, bình chiểu, thủ đức","Đ. Số 5, P. Bình Chiểu, Q. Thủ Đức, Tp. Hồ Chí Minh",5.52,"Cho thuê nhà đường số 5, bình chiểu, thủ đức  Dt 40m2  Nhà 1 trệt 1 lầu.  2 phòng ngủ ( 1pn lớn, 1pn nhỏ ), 2wc  Giá 5.5tr",Nhà Đất Thổ Cư,Cho Thuê,40,2.0,2.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,2.0,https://i.meeymedia.com/wK85qW6j0ngzm3VGys_Ypxk6RcJIttQJJWfOv3O2GHE/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDc3ODQzZDU1MjVhYzExNjIxNzM2MTI3M2FmMjQ1YmU0LTI4ODQzNjM4NzMzMjE4MTg2MjguanBn.jpg,,Thủ Đức,Hồ Chí Minh
Nhà đẹp FULL NỘI THẤT 5x20m - 4 Tầng 4PN đường 16m gần AEON,"Đ. Số 5, P. Bình Trị Đông, Q. Bình Tân, Tp. Hồ Chí Minh",22,"Cho thuê nhà Đẹp Khu Ao Sen, Bình Trị Đông B, Bình Tân  - FULL NỘI THẤT, nhà thiết kế hiện đại VÀO Ở LIỀN  - Đường rộng 16m thông thoáng    DT: 5 x 20m. DTSD : 289M2  - Kết cấu: 1 trệt 2 lầu sân thượng gồm 4PN 5WC    Giá: 22 triệu còn TL cho KH thiện chí  - LH NGAY để xem nhà",Nhà Đất Thổ Cư,Cho Thuê,100,4.0,5.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,4.0,https://i.meeymedia.com/pDD6o3VAymppsYKlQk0SjDRyC5S0Cn-hAu18G55rad8/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNDUxMjA4MWRjOTQyNjU0YmU3ZjA3ODFmZWE4NjMxYjExLTI4ODQzNjM5MjUwOTQxNTIxMjAuanBn.jpg,"[10.7491183, 106.6101654]",Bình Tân,Hồ Chí Minh
Cần thuê nhà,"Đ. Nguyễn Hữu Cảnh, P. 19, Q. Bình Thạnh, Tp. Hồ Chí Minh",20,"Mình cần thuê nhà khu vực Bình Thạnh cho anh em ở đi làm dự án ở SG. Chủ yếu ngủ nghỉ không sinh hoạt nhiều, trong vòng 2 tháng. Đầu tháng 7- đầu tháng 9.   - Giá khoảng 15-23tr  - Gồm 4PN có sân để xe  - Không quan trọng hẻm bao nhiêu sẹc hay xe hơi  - Cho phép ở 2 tháng, cọc 1 tháng  - Ở sẽ đảm bảo an ninh, sạch sẽ cho chủ nhà, không gây hư hỏng thất thoát  Anh Chị có nhà cho thuê khu vực trên xin gửi thông tin cho Em với ạ, Em đi coi nhà luôn ạ.",Nhà Đất Thổ Cư,Cho Thuê,50,4.0,4.0,"Giấy CN QSDĐ, Sổ đỏ, Sổ hồng",,,4.0,https://i.meeymedia.com/QTBFaC6Z9MWtmzdGG_iXMiKelnk7oR-0to2Wi4wL5Jo/rs:fill:900:600/g:ce/czM6Ly9tZWV5bGFuZC1haS9pbWFnZXMvMjAyNC8wNi8yNGVkMjRlYTRjNmNhNjI2MTljNmUzODJkZmI3MmRkZTBjLTI4ODQzNjQ1ODAxNDM4MTgzOTkuanBn.jpg,"[10.7966197, 106.719169]",Bình Thạnh,Hồ Chí Minh
