title,price,area,address,description,type,type_estate,law,floor,bedroom,toilet,direction,image_links,phonenumber,geo_code,district,province_city,width
Cho thuê nhà cấp 4 đẹp ngõ khương trung,5.5,33,"6, Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",cho thuê nhà 6 ngách 4/345.nhà cấp 4 có 1 lửng như trong ảnh<br/>liên hệ  ,Cho Thuê,Nhà Trong Ngõ,,1.0,2,1,,https://cloud.muaban.net/images/thumb-detail/2024/06/17/159/38c5a1972bf4408cb51851648d699c98.jpg,332157777,"[21.0020266, 105.8190073]",Thanh Xuân,Hà Nội,
"Cho thuê mặt bằng cao thắng, phường 3 trung tâm quận 3, gần chợ bàn cờ",8.0,24,"51/28, Đường Cao Thắng, Phường 3, Quận 3, TP.HCM","Cho thuê mặt bằng trung tâm Quận 3, gần chợ Bàn Cờ 200m, số 51/28 Cao Thắng, Phường 03, Quận 3. Diện tích 3x8m, ( có thể thuê thêm gác hoặc phòng phía trong ở lại) . Tiện kinh doanh mọi ngành nghề <br/>Giá thuê 8 triệu/tháng<br/>Liên hệ:  - DUNG ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/20/009/1a633a139880407fbcd85cc7ce8d5647.jpg,938118823,"[10.7701354, 106.6807175]",3,Hồ Chí Minh,
Cho thuê nhà nguyên căn mặt tiền nguyễn văn lượng,38.0,190,"Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, TP.HCM",CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN NGUYỄN VĂN LƯỢNG<br/>- <br/>Đối diện UBND phường 17<br/>4x22m<br/>Vỉa hè rộng 10m<br/>Kinh doanh đủ ngành nghề hoặc mở VP công ty…<br/>Giá thuê 38 triệu / tháng<br/>📌  &amp;  Ms Oanh,Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/04/481/ce787e7ef5a34dc8b645acffa2d17468.jpg,902583581,"[10.8386149, 106.6731219]",Gò Vấp,Hồ Chí Minh,
"Cho thuê mặt bằng số 532 trần hưng đạo, phường14, q.5, khu chợ vải",25.0,76,"532, Đường Trần Hưng Đạo, Phường 14, Quận 5, TP.HCM","Cho thuê mặt bằng mặt tiền số 532 Trần Hưng Đạo, Phường14, Quận 5( Khu vực chợ vải Soái Kình Lâm)<br/> Diện tích 3,8x22m( chủ nhà có lối đi riêng)<br/> Giá cho thuê 25tr/ tháng. <br/>Liên hệ.  Cô Bảy,  Anh Hoàng.",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/096/76a79822966e4d24bdd22d914d79e217.jpg,903848140,"[10.7519754, 106.6561767]",5,Hồ Chí Minh,
Chính chủ cho thuê nhà giá tốt,10.0,"87,5","45/8B, Đường Tân Trụ, Phường 15, Quận Tân Bình, TP.HCM","- Nhà cấp 4 trống, rộng thoáng, diện tích 7x12,5<br/>- Thích hợp vừa ở vừa buôn bán hàng ăn, hoặc làm kho chứa hàng, văn phòng, nhà xưởng,...<br/>- Hẻm thông, xe tải 3 tấn, xe 16 chỗ ra vô được<br/>- Cơ sở hạ tầng cơ bản có sẵn: toilet, điện, nước, rào cổng<br/>- Giá cho thuê: 10tr/tháng - Cọc 1 tháng<br/>- Tiếp người thiện chí",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/021/5d7d9762f5de47d990d7415e8eacc4f1.jpg,985011923,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,
"Nhà mặt tiền đường nguyễn văn cừ, phường 1, quận 5",30.0,"59,5","Đường Nguyễn Văn Cừ, Phường 1, Quận 5, TP.HCM","CHO THUÊ NHÀ<br/>Nhà mặt tiền đường Nguyễn Văn Cừ, Phường 1, Quận 5<br/>- Diện tích: 3,5x17m, trệt, 3 lầu, 1 sân thượng, 5 Phòng ngủ, 4 Toilet<br/>- Giá thuê: 30 triệu/tháng có thương lượng<br/>Liên hệ:  - Chính chủ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/509/08c9a90d72214fff8f11a4b9c9ada5ed.jpg,913843490,"[10.7553692, 106.685805]",5,Hồ Chí Minh,3.5
"Cho thuê phòng nhỏ trên gác nhà số 43897 ngô gia tự, p4, q10, 15m2",1.6,15,"438/9/7, Đường Ngô Gia Tự, Phường 4, Quận 10, TP.HCM","Cho thuê phòng nhỏ trên gác nhà số 438/9/7 Ngô Gia Tự, P4, Quận 10.<br/>- DT: 15m2, sạch, thoáng mát, khu an ninh, không có chủ nhà, gần trường ĐHKT, Y Dược, Sư Phạm....v.v...<br/>- Giá: 1,6 triệu/tháng.<br/>LH:  -  Cô Loan, Chú Lâm",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/10/220/d7a6d7c1972b44d8bb4d50d919c28512.jpg,339242997,"[10.7563038, 106.6662693]",10,Hồ Chí Minh,
"Phòng yên tĩnh, mới sạch, toilet, điện nước đầy đủ, có gác, chổ để",2.2,30,"1454/, Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP.HCM","Phòng có gác, hình thật, cho thuê giá rẻ cho khách thiện chí, chính chủ cho thuê không qua trung gian. Phòng mới, sạch đẹp, toilet, điện nước đầy đủ, chổ để xe, lối đi, sân phơi riêng. Khu vực yên tĩnh, có cây cối mát mẻ, không ngập nước, gần Khu chế xuất Tân Thuận, Đại Học Tôn Đức Thắng 15 phút xe máy, siêu thị Coop- Mart, Phú Mỹ Hưng cách 10 phút xe máy....Giá phòng 2.2 triệu.<br/>Vợ chồng chủ nhà cho thuê rất thân thiện và mến khách.<br/>(Xin miễn tiếp trung gian vì gặp chính chủ tiếp)",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/02/205/77891dc85fc342cab160cd08f5bb9881.jpg,908814946,"[10.7118, 106.73643]",7,Hồ Chí Minh,
Cho thuê góc 8m 242 lý tự trọng q1 giá 150 triệu,150.0,180,"Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, TP.HCM","240 - 242 Lý Tự Trọng, Bến Thành Q1<br/>Diện tích: ngang 9X20<br/>Nhà có 1 trệt 6 lầu<br/>Nhưng cho thuê 1 trệt 4 lầu để trống 2 sàn phía trên không có sử dụng.<br/>Giá thuê chốt 150 triệu/tháng net<br/>Ký pháp lý cá nhân<br/>https://maps.app.goo.gl/kqvHTY12Jf2LJF9g6?g_st=ic<br/>------<br/>KÝ GỬI CHO THUÊ - MUA BÁN NHÀ<br/>Loan  -  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/129/74ba72daa2fb4a819ed6c214eae5f49e.jpg,906911844,"[10.7796786, 106.7026273]",1,Hồ Chí Minh,9.0
"Chính chủ cho thuê tòa nhà mặt tiền 37 phùng khắc khoan, p.dakao, quận",320.0,210,"37, Đường Phùng Khắc Khoan, Phường Đa Kao, Quận 1, TP.HCM","***Chính chủ cho Thuê Toà Nhà Góc 2MT 37 Phùng Khắc Khoan + Nguyễn Văn Thủ,P.Dakao, Quận 1.<br/>-Vị trí: Toà nhà nằm tại căn góc 2 mặt tiền Phùng Khắc Khoan-Nguyễn Văn Thủ. Khu Đại Sứ Quán. Vị trí đắc địa trung tâm Quận 1, gần phố Hai Bà Trưng, công viên Lê Văn Tám...<br/>-Diện tích: 13x18m, hầm, 6 tầng, thang máy, PCCC. Căn góc 2 mặt tiền đường lớn.<br/>-Giá cho thuê: 15.900 usa/tháng . Cho thuê hợp đồng dài hạn.<br/>-Thời gian bàn giao: 9/2024.(Hỗ trợ khách thuê sớm để vào khai thác).<br/>-Phương thức thanh toán: Đặt cọc 3 thanh toán 3.<br/>-Căn góc 2 mặt tiền đường chính-khu đắc địa,phù hợp kinh doanh Spa,Thẩm Mỹ Viện, Văn Phòng<br/>-Hoa hồng cho người giới thiệu.<br/>- Liên hệ:  . Thành (tín)(call, viber, zalo... 24/7).<br/>- Gmail: truongvanthanhxd.92@gmail.com<br/>Công Ty Cổ Phần Quản Lý Bất Động Sản Saigon City House.<br/>Địa chỉ: 29A Cao Thắng, P. 2, Quận 3. Lầu 3 tòa nhà The Root Building.<br/>- Trung thực - uy tín - tận tâm - chuyên nghiệp.",Cho Thuê,Nhà Mặt Phố,,6.0,10,12,Đông Bắc,https://cloud.muaban.net/images/thumb-detail/2024/06/27/080/f5f0e76dfa0b4575ac53b874f0e8983c.jpg,911327431,"[10.78069, 106.69944]",1,Hồ Chí Minh,13.0
"Chính chủ cho thuê nhà 120 nguyễn chí thanh, đống đa, dt 40 m2x4 tầng",35.0,40,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Chính chủ cho thuê nhà 120 Nguyễn Chí Thanh, quận Đống Đa<br/>- Diện tích 1 sàn: 40 m2 x4 tầng<br/>- Nhà sạch sẽ sửa mới<br/>- Giá cho thuê 35 triệu/tháng<br/>* Liên hệ:  ,  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/05/186/615d5e297858479291e928b1b0f6d51f.jpg,922596888,"[21.0222436, 105.8093983]",Đống Đa,Hà Nội,
"Cho thuê văn phòng mặt phố hoàng văn thái, p.khương trung, thanh xuân",0.123456,200,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Cho thuê tầng 2, tầng 3 mỗi tầng 100m2 tại số nhà 83 phố Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân, Hà Nội. Liên hệ: anh Bả  , ông Cầu  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/011/cd789b34a3b8451fb4f6c4585e2dfdb1.jpg,904181930,"[20.99548, 105.8128]",Thanh Xuân,Hà Nội,
Cho thuê nhà nguyên căn mặt tiền 42 lạc long quân p3 q11,24.0,80,"42, Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Cho thuê nhà nguyên căn, mặt tiền 42 Lạc Long Quân P3 Q11<br/>DT 4.5m x 22m<br/>1 trệt suốt, 1 lửng dài tới phía sau<br/>Nhà 2 lầu 2 sân thượng<br/>Điện nước đầy đủ<br/>6 máy lạnh<br/>Tổng diện tích 280m<br/>Nhà mới sửa, sơn nước toàn bộ, vào ở kinh doanh ngay, nhà trống<br/>4 WC 1 bếp , cầu thang đá hoa cương đen, nhà rộng đẹp, tiện kinh doanh, để ở, buôn bán, làm công ty, văn phòng<br/>Giá 24.000.000đ/tháng thương lượng<br/>Liên hệ:  - Cô Năm",Cho Thuê,Nhà Mặt Phố,,3.0,6,4,Đông Nam,https://cloud.muaban.net/images/thumb-detail/2024/06/13/465/cc5451e6c3c84ad88747586fa00c7464.jpg,907419414,"[10.7664999, 106.6422205]",11,Hồ Chí Minh,4.5
Căn hộ cao cấp sky park residence cho thuê tư thang 8,22.0,"86,5","Quận Cầu Giấy, Hà Nội","⭐️ Sky Park Residence là tổ hợp căn hộ cao cấp, trung tâm thương mại và văn phòng cho thuê tiêu chuẩn hạng B tại trung tâm Quận Cầu Giấy. Sky Park Residence có vị trí đẹp trên mặt đường Tôn Thất Thuyết, vị trí cửa ngõ Phía Tây Hà Nội – Nơi trung tâm hành chính, kinh tế mới, tập trung rất nhiều trụ sở cơ quan nhà nước. Tòa nhà được bao bọc bởi công viên Cầu Giấy, khu trung tâm công nghệ cao Duy Tân, đồng thời kết nối nhanh chóng tới các trục giao thông huyết mạch của thành phố như: Đường Phạm Hùng, Vành đai 3, Phạm Văn Đồng, Trần Thái Tông, Xuân Thủy – Cầu Giấy.<br/>⭐️ Tòa A 36 tầng, trong đói khối thương mại và văn phòng được bố trí tại khối đế của tòa nhà. Xung quanh được bao bọc bởi khuôn viên cây xanh rộng rãi và thoáng đãng. Tầng 1 có siêu thị Vinmart, tầng 3 là sàn tập thể thao Kickbox, Gym, Yoga... và bể bơi 4 mùa cùng nhiều tiện ích khác thuận tiện cho khách thuê.<br/>⭐️ Căn hộ cho thuê 2 phòng ngủ + 1 phòng đa năng 86.5m2, 2 toilet với đầy đủ đồ nội thất Hàn Quốc Jang In, bộ 3 thiết bị Samsung: Tủ lạnh, Máy giặt sấy 8.5kg, TV 55 inch 4K UHD cùng trang thiết bị bếp: Bếp từ và Lò nướng Tây Ban Nha.<br/>✨ Đặc biệt: có sẵn slot đỗ xe ô tô tòa nhà ☑.<br/>⏩ Giá cho thuê: 22 triệu/tháng. Liên hệ chính chủ: anh Khang  ",Cho Thuê,Căn Hộ Chung Cư,,,2,2,Nam,https://cloud.muaban.net/images/thumb-detail/2024/07/05/513/017da650e05847708309218b6cb532fa.jpg,898080009,"[21.0295015, 105.7914212]",Cầu Giấy,Hà Nội,
Cần cho thuê gấp căn hộ tập thể,7.5,55,"Đường Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Chính chủ, cho hộ gia đình thuê nhà tập thể, tầng 3, mặt phố Ngụy Như Kon Tum. Diện tích 55m². Nội thất : Điều hòa, nóng lạnh, quạt trần, tủ quần áo, ban công Đông Nam, có sân thoáng mát.Bếp , VS khép kín, phòng khách, ngủ. Giá thuê: 7,5 triệu/ tháng.Nhà rất bận nên mình không có thời gian tiêpd môi giới và quảng cáo nhé .Nộp tiền 3 tháng, tiền cọc 1 tháng.  Chị Hoàn<br/>",Cho Thuê,Căn Hộ Chung Cư,,,1,1,Đông Nam,https://cloud.muaban.net/images/thumb-detail/2024/07/11/350/e580d3cf39654e57823245b59ae6678b.jpg,977774162,"[20.9986975, 105.8015826]",Thanh Xuân,Hà Nội,
"Chính chủ cho thuê chung cư khu đô thị việt hưng, diện tích 80 m2",8.5,80,"Đường Thép Mới, Phường Giang Biên, Quận Long Biên, Hà Nội","Chính chủ cho thuê chung cư khu đô thị Việt Hưng<br/>- Diện tích 80m2, 2 phòng ngủ, 2wc, căn góc đầu hồi, thoáng mát, nhà mới sửa, đẹp đầy đủ tiện nghi ( tivi, tủ lạnh, điều hòa, nóng lạnh, giường, tủ, bàn ghế, bàn ăn...) Đầy đủ các tiện ích: trường học, bệnh viện, siêu thị, bến bus, giao thông thuận tiện, chỉ việc xách valy về ở, Giá cho thuê 8,5 triệu/1 tháng. LH: chính chủ, Tel.  , miễn trung gian",Cho Thuê,Căn Hộ Chung Cư,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/07/213/dd42027ca12647849cf9bce51253777f.jpg,989559568,"[21.0644454, 105.9093185]",Long Biên,Hà Nội,
"Cho thuê nhà ngõ 401 đường xuân đỉnh, quận bắc từ liêm, hà nội",15.0,55,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Cho thuê nhà số 11 ngách 47 ngõ 401 đường Xuân Đỉnh, phường Xuân Đỉnh, quận Bắc Từ Liêm, Hà Nội, diện tích 55m2x 3 tầng 1 tum có sân thượng, mỗi tầng 2 phòng, 4 phòng ngủ, 3 vệ sinh, bếp, phòng khách, sân phơi, ngách rộng xe ba gác vào, giá 15 triệu có thương lượng. Liên hệ chính chủ:  ",Cho Thuê,Nhà Trong Ngõ,,4.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/01/433/2c0b84107af0432fa77ad4d3900eea31.jpg,912723688,"[21.0712801, 105.7992522]",Bắc Từ Liêm,Hà Nội,
"Cho thuê kho tại mặt tiền an phú tây, x.hưng long, tp.hcm",11.0,400,"Đường An Phú Tây, Xã Hưng Long, Huyện Bình Chánh, TP.HCM","Chính chủ cho thuê kho tại Mặt tiền An Phú Tây, X.Hưng Long, TP.HCM<br/>- Diện tích nhà: 200m2 cùng khoảng sân rộng khoảng 200m2, khuôn viên: 12m x 36m<br/>- Có điện 3 pha, nước máy, Giá chỉ 11tr/tháng<br/>- Kho nằm ở vị trí thuận lợi, giao thông dễ dàng kết nối các tuyến đường chính, an ninh, trang bị hệ thống PCCC hiện đại đạt chuẩn.<br/>Liên hệ:  ",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/502/5cfc8463d7864b44a83bec88f1ca3d26.jpg,909441599,"[10.6793211, 106.6160703]",Bình Chánh,Hồ Chí Minh,
"Cho thuê kho đường lê văn khương, phường hiệp thành, quận 12",200.0,2.600,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, TP.HCM","Cho thuê kho đường Lê Văn Khương, Phường Hiệp Thành, Quận 12<br/>* Diện tích gần 2.600m2, có đầy đủ điện trạm điện, PCCC...<br/>* Giá 200 triệu<br/>**** Liên hệ:  - anh Ấn",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/085/f77c974f1f5242b9b8e54f02d10ed349.jpg,934181826,"[10.8891423, 106.6453023]",12,Hồ Chí Minh,
Cho thuê nhà 483 nguyễn oanh 10x25 trệt 5 lầu giá 128tr,128.0,900,"483, Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP.HCM","Giảm giá Cho thuê từ 165Tr còn 128Tr/tháng, nhà mặt tiền 483 Nguyễn Oanh, P 17. Diện tích 10x25 trệt 5 lầu, diện tích sử dụng khoảng 900m, thang máy, thang thoát hiểm, hệ thống PCCC đầy đủ...<br/>- Nhà mới chưa qua sử dụng<br/>- Cọc 03 tháng thanh toán 01 tháng<br/>- Thời gian Setup 01 tháng<br/>Xem bên trong hẹn trước 30 phút.<br/>Lh: 093 14 24 556.",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/25/259/0be9d34b4360424ebf45b1e0666b8ecb.jpg,931424556,"[10.82302, 106.62965]",Gò Vấp,Hồ Chí Minh,
Chính chủ cho thuê căn góc tòa g2 ciputra 150m2 4pn 2wc 16 triệu,16.0,150,"Quận Tây Hồ, Hà Nội","Chính chủ cho thuê lâu dài (vào ở được luôn) căn góc 1803 toà G2 Ciputra (nằm ngay ngã tư Võ Chí Công và Nguyễn Hoàng Tôn) không đồ, 150m², 4PN, 2 WC (sàn gỗ, đủ điều hoà nóng lạnh tủ bếp bếp nướng bếp gas máy giặt mành rèm tất cả các phòng). Giá cho thuê: 16triệu/ tháng (chưa bao gồm phí quản lý). Thanh toán 3 tháng cọc 1. Hoa hồng 1 tháng nếu môi giới thành công. LH  ",Cho Thuê,Căn Hộ Chung Cư,,,4,2,Tây Bắc,https://cloud.muaban.net/images/thumb-detail/2024/07/10/476/2af5a5ae1e564603b29d1c30d5c92320.jpg,901269699,"[21.0683576, 105.8240984]",Tây Hồ,Hà Nội,
"Chính chủ cho thuê căn góc 2 phòng ngủ, 57m2, thủ thiêm sky, thảo điền",14.0,57,"TP. Thủ Đức - Quận 2, TP.HCM","CHÍNH CHỦ CHO THUÊ CĂN HỘ THỦ THIÊM SKY THẢO ĐIỀN - CĂN GÓC 57m2, 2PN, 2WC GIÁ TỐT CHỈ 14TR (thương lượng cho khách thiện chí)<br/>🌟 Khu dân cư văn minh, yên tĩnh (cộng đồng thân thiện)<br/>🌟 Phí quản lý căn hộ thấp, <br/>🌟 An ninh 24/7, thang máy có thẻ từ<br/>🌟 Dễ dàng di chuyển tới Quận 1 &amp; Quận Bình Thạnh <br/>🌟 Gần:<br/>+ Trường học, bệnh viện, siêu thị, pet shop, trung tâm thương mại, rạp chiếu phim<br/>+ Gần bến Waterbus, phố đi bộ Thảo Điền, nhà hàng Á, Âu, Mexico<br/>+ Phòng tập gym, yoga, sân tennis, bóng rổ, bóng đá, pickle ball<br/><br/>📞:  - Ms .Anh, tiếp người thiện chí, miễn tiếp môi giới<br/><br/>",Cho Thuê,Căn Hộ Chung Cư,,,2,2,Đông Nam,https://cloud.muaban.net/images/thumb-detail/2024/07/06/332/35335babc7d54b52a006e6fcf1716f56.jpg,918541671,"[10.8032965, 106.7459436]",Thủ Đức,Hồ Chí Minh,
"Cho thuê nhà mặt phố kim ngưu, tầng 1, 2, dt 120m2, gần trần khát chân",30.0,60,"Đường Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Chính chủ cho thuê nhà tầng 1 + 2 mặt phố Kim Ngưu, quận Hai Bà Trưng, Hà Nội<br/>Diện tích sử dụng 120m2, vị trí đẹp nhất phố, gần ngã tư Trần Khát Chân<br/>Giá: 30 triệu/tháng, ưu tiên ngành nghề sạch đẹp<br/>LH:  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/224/ec77781139e6473fa16309a8eb8e522e.jpg,915553669,"[21.0072043, 105.8608577]",Hai Bà Trưng,Hà Nội,
"Cho thuê mặt tiền đường hùng vương, đà nẵng, sử dụng 105m2, mt 5m",30.0,105,"Đường Hùng Vương, Quận Hải Châu, Đà Nẵng","CHO THUÊ NHÀ MẶT TIỀN số 191 ĐƯỜNG HÙNG VƯƠNG . TP ĐÀ NẲNG<br/>- Mặt tiền 5m x sâu 15m =75m2<br/>Có GÁC LỮNG 30 m2. Diện tích sử dụng 105m2<br/>-Vị trí ngay ngã 4 : HÙNG VƯƠNG - TRIỆU NỮ VƯƠNG ,<br/>Vị trí buôn bán sầm uất ở ĐÀ NẲNG, gần Ngã tư CHỢ CỒN - Trung tâm TP ĐÀ NẴNG.<br/>Thuận lợi KINH DOANH các loại sản phẩm .<br/>- Giá thuê : 30 triệu/tháng .<br/>Thanh toán 6 tháng / 1 lần .<br/>Ưu tiên cho thuê dài hạn &gt; 2 năm ( có Ưu đãi)<br/>Liên hệ ( Zalo , Viber):.  - anh VIẾT /  - chị DUNG<br/><br/>Xem nhà 7g -18g , điện thoại trước khi đến.<br/>Mong tiếp khách thiện chí . Cảm ơn .",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/508/b5ee7269a10a428691cccb6a228d559a.jpg,913402357,"[16.0686137, 108.2245827]",Hải Châu,Đà Nẵng,
"Cho thuê nhà nguyên căn tại đường thống nhất, q. gò vấp, 2 phòng ngủ",15.0,140,"Đường Thống Nhất, Phường 11, Quận Gò Vấp, TP.HCM","Cho thuê nhà nguyên căn tại đường Thống Nhất, phường 11, Gò Vấp. <br/>- Diện tích đất: 140m2, DTSD: 102,4m2, 2 phòng ngủ, 2 WC, 1 nhà bếp, 1 PK.<br/>- Có sân trước nhà rộng và thoáng mát<br/>- Gần chợ, siêu thị, sân bay.<br/>- Nhà mới, sạch sẽ, phù hợp cho gia đình thuê ở lâu dài. <br/>- Giá thuê 15 triệu / tháng. <br/><br/>Liên hệ sđt:  (Thanh). Miễn trung gian",Cho Thuê,Nhà Trong Ngõ,,,2,2,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/416/e46d5a73f21c4223a7a3e546be9fac33.jpg,937417339,"[10.8354624, 106.6646199]",Gò Vấp,Hồ Chí Minh,
"Chính chủ cho thuê nhà đẹp đường 31 f khu đô thị an phú an khánh, q.2",17.0,80,"Đường 31F, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","Chính chủ cho thuê nguyên căn 4x20 = 80m + thêm một gác lửng 20m, nhà đẹp<br/>- Khu vực có nhiều công ty, văn phòng<br/>- Tiện ở, làm văn phòng, công ty, kho hàng<br/>- Địa chỉ: tại đường 31 F khu đô thị An Phú An Khánh, Quận 2<br/>- Giá thuê 17.000.000đ/th<br/>ĐT  chị Hương hoặc  <br/>Miễn trung gian, miễn quảng cáo",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/13/450/bcf527f4df5a407aa86bca6349992703.jpg,936909179,"[10.79156, 106.74948]",Thủ Đức,Hồ Chí Minh,4.0
"Hot hot phòng giá rẻ giá chỉ 2,5 tr  4,5 tr, giờ giấc tự do, q.bt",2.8,30,"445/8/38, Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM","Hot hot phòng giá rẻ giá chỉ 2 triệu 800 - 4 triệu 500/ tháng. Giờ giấc tự do, ko chung chủ, nội thất cơ bản. Phòng rộng, Ngay trung tâm Bình Thạnh . <br/>Địa chỉ: 445/8/38 Phạm Văn Đồng, p13. Quận Bình Thạnh. Gọi ngay A Nghĩa để có phòng liền. <br/><br/>- Phòng giá rẻ chỉ từ 2 triệu 500 . Địa chỉ: 74/3 Nguyễn khuyến, p 12. Quận Bình Thạnh. <br/><br/>Liên hệ ngay A Thương để thuê phòng ngay  <br/>A Nghĩa  ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/03/084/d1eeee87ac69402ab880c31a4928f198.jpg,332237669,"[10.8250807, 106.7067234]",Bình Thạnh,Hồ Chí Minh,
"Cho thuê phòng làm văn phòng hoặc kho tại 521 minh khai, hai bà trưng",16.0,160,"Đường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Cho thuê phòng làm văn phòng hoặc kho tại 521 Minh Khai, Hai Bà Trưng, Hà Nội, tổng diện tích 160 m2, giá thuê 16 triệu. Liên hệ: Chị Ngà,  ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/05/128/3ad7f36284064e6ca23d85c94a5305cf.jpg,912390478,"[21.00626, 105.85537]",Hai Bà Trưng,Hà Nội,
"Cho thuê nhà 35 lê văn thiêm, quận thanh xuân, hà nội",43.0,120,"Đường Lê Văn Thiêm, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Cho thuê nhà 35 Lê Văn Thiêm, P.Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội, khu dân cư sầm uất, an ninh, hệ thống PCCC đầy đủ tiêu chuẩn, nhà mới sạch đẹp tiện làm VP, kinh doanh mọi ngành nghề<br/>- Diện tích: 6x20m, 3,5 lầu đầy đủ đồ<br/>- Giá thuê 43tr/tháng<br/>Liên hệ sđt:  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/258/abf2a65a6b294f4a890bc2af31ee7a4b.jpg,368879141,"[21.0008661, 105.8038223]",Thanh Xuân,Hà Nội,
"Chính chủ cho thuê nhà 5926154 huỳnh tịnh của, p.võ thị sáu, q.3",15.0,"52,3","Đường Huỳnh Tịnh Của, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Chính chủ cho thuê nhà 59/26/154 Huỳnh Tịnh Của, p.Võ Thị Sáu, Q.3. <br/>Giá cho thuê 15.000.000 đ/tháng. <br/>Nhà ngay góc 02 hẻm. <br/>DT đất 52,3 m2; 4,85 m (nở hậu 5,25) x 11,05 m. <br/>DT nhà 104,6 m2 gồm trệt + 01 lầu, 02 phòng ngủ; 03 toilet. <br/>Giao nhà đầu tháng 8/2024.<br/> LH A.Mãng  ",Cho Thuê,Nhà Trong Ngõ,,,2,3,,https://cloud.muaban.net/images/thumb-detail/2024/07/08/518/454030e420424cae9690c5798819b5a6.jpg,903728801,"[10.82302, 106.62965]",3,Hồ Chí Minh,4.9
